username,file_path,folder,file_name,transcript,kind,label,label_text,label_source,updated_at,binary_label,absolute_path,y_true,y_pred,y_prob,error_type,error_margin
user1,50013520251107201300_001_4bbd0e21-75db-4a8e-b811-187e5c9a89e3/clone6.wav,50013520251107201300_001_4bbd0e21-75db-4a8e-b811-187e5c9a89e3,clone6.wav,đã đặt cọc chị mua theo công ty ấy chị là nhân viên mà chị đặt cọc,work,2,unusable,user1,2026-05-25T05:13:16.799653+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50013520251107201300_001_4bbd0e21-75db-4a8e-b811-187e5c9a89e3/clone6.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user5,50013820251103105028_006_5018cb89-d7b2-4193-946a-23de8407825c/clone8.wav,50013820251103105028_006_5018cb89-d7b2-4193-946a-23de8407825c,clone8.wav,thầy nó mất rồi là mình không có làm gì được mình cứ thao tác hoài thao tác hoài cho đến khi nào được thôi,work,2,unusable,user5,2026-05-25T07:16:25.902535+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50013820251103105028_006_5018cb89-d7b2-4193-946a-23de8407825c/clone8.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user6,50013820251106191617_006_83d2a4a9-b444-4d43-bdca-a0886860b0e0/clone8.wav,50013820251106191617_006_83d2a4a9-b444-4d43-bdca-a0886860b0e0,clone8.wav,còn còn còn như hiện tại như của mình thì là chắc chắn là giờ có thể sạc tại trạm rồi đúng không? hiện tại thì số điện thoại đã được gắn mà khách hàng mình sẽ sử dụng đăng ký tài khoản và quét mã cu e-rờ tại trạm được rồi ạ ok cảm ơn bạn dạ vâng em chào anh ạ ừ,work,2,unusable,user6,2026-05-25T09:47:53.499802+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50013820251106191617_006_83d2a4a9-b444-4d43-bdca-a0886860b0e0/clone8.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user1,50000820251101204533_006_2e541da4-716c-4e62-b34a-246d61a6ef6b/clone8.wav,50000820251101204533_006_2e541da4-716c-4e62-b34a-246d61a6ef6b,clone8.wav,"chiều nay đơn hàng của mình đã được chuyển về vinfast đình cường, lê hồng phong ở chỗ bên",work,2,unusable,user1,2026-05-26T03:15:02.202580+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50000820251101204533_006_2e541da4-716c-4e62-b34a-246d61a6ef6b/clone8.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user7,50013820251114134108_004_253bfec2-71fd-4558-b951-6000c0d52a21/clone5.wav,50013820251114134108_004_253bfec2-71fd-4558-b951-6000c0d52a21,clone5.wav,vâng ừm thông tin thông số xe nó có hết hả anh?,work,2,unusable,user7,2026-05-25T07:11:48.187588+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50013820251114134108_004_253bfec2-71fd-4558-b951-6000c0d52a21/clone5.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user5,50013820251114134108_006_c1a4ebaf-fe8e-404a-a056-4649baf63c5a/clone2.wav,50013820251114134108_006_c1a4ebaf-fe8e-404a-a056-4649baf63c5a,clone2.wav,em thấy là mình cũng có đăng ký gói cước,work,2,unusable,user5,2026-05-26T04:44:11.409994+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50013820251114134108_006_c1a4ebaf-fe8e-404a-a056-4649baf63c5a/clone2.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user1,50013820251110101928_002_2b377423-9ab8-4702-a42d-e9bdf771caa3/clone4.wav,50013820251110101928_002_2b377423-9ab8-4702-a42d-e9bdf771caa3,clone4.wav,"mình ở ở đồng nai á, mình ở lon thành đồng nai á dạ à mình từng mua xe máy và mình có liên hệ với lại bên cái xô-rum ngay chỗ vin-com lon thành á và mình gọi lại không được",work,2,unusable,user1,2026-05-25T08:11:15.056206+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50013820251110101928_002_2b377423-9ab8-4702-a42d-e9bdf771caa3/clone4.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user6,50008820251106175727_002_a99a49e8-9b8e-45a4-bcbd-d36daaebd9fc/clone5.wav,50008820251106175727_002_a99a49e8-9b8e-45a4-bcbd-d36daaebd9fc,clone5.wav,đặt đặt cọc nhầm con xe vê ép năm thì bây giờ nhờ em chuyển cho anh sang bên hồ sơ sang o i o để các bạn hỗ trợ nhá,work,2,unusable,user6,2026-05-25T08:10:47.920652+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50008820251106175727_002_a99a49e8-9b8e-45a4-bcbd-d36daaebd9fc/clone5.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user2,50007420251113174501_002_d399bbc7-07f2-4ca5-8cd7-74feb558eba0/clone8.wav,50007420251113174501_002_d399bbc7-07f2-4ca5-8cd7-74feb558eba0,clone8.wav,lúc a ba mươi giờ47124 hai mươi tư ạ đang di chuyển thì báo lỗi động cơ à chị? ừ nó đang di chuyển nó báo lỗi động cơ xong nó chạy chậm lại xong bắt đầu là nó chết máy dạ chị đề lên nhưng mà không đề được dạ rồi ạ chị đang nhờ người kiểm tra xe acquy nhưng không biết được không? dạ vâng ạ chị cho em xin cái địa chỉ xe đang dừng đỗ xe đang dừng đỗ là ở,work,2,unusable,user2,2026-05-25T08:52:25.565661+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50007420251113174501_002_d399bbc7-07f2-4ca5-8cd7-74feb558eba0/clone8.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user1,50007420251114103743_005_ac00a048-92e6-48fd-8059-7310d05def71/clone8.wav,50007420251114103743_005_ac00a048-92e6-48fd-8059-7310d05def71,clone8.wav,ờ hai mươi chín lê trọng tấn dương nội và cả ba mươi tám phùng hưng đúng không ạ? đúng rồi ạ dạ dạ vâng em cảm ơn ạ còn những cái khác là còn những cái cái khác ở trên gu-gồ sẽ là đại lý đúng không ạ? ờ không ý là bây giờ tất cả đều là đại lý hết rồi chị ạ không có cái nào trực tiếp từ phía bên vinfast đâu chị ạ à tức là không có cái nào trực tiếp tất cả đều là đại lý hết đúng không ạ? đúng rồi chị ạ,work,2,unusable,user1,2026-05-26T04:10:27.991392+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50007420251114103743_005_ac00a048-92e6-48fd-8059-7310d05def71/clone8.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user5,50007420251112155836_005_cb478001-24e1-4662-a77e-255bb5811402/clone8.wav,50007420251112155836_005_cb478001-24e1-4662-a77e-255bb5811402,clone8.wav,cho mêu của vinfast à chị? vâng ạ dạ dạ vâng dạ có gì thì gửi sớm giúp bên em nhá bên em kiểm tra dạ vâng vâng vâng vâng,work,2,unusable,user5,2026-05-26T04:25:16.757825+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50007420251112155836_005_cb478001-24e1-4662-a77e-255bb5811402/clone8.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user2,50007620251108164448_006_f3109b38-ee82-4316-a342-92c28652f4e3/clone8.wav,50007620251108164448_006_f3109b38-ee82-4316-a342-92c28652f4e3,clone8.wav,em xin phép nghê máy ạ,work,2,unusable,user2,2026-05-26T03:08:40.686648+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50007620251108164448_006_f3109b38-ee82-4316-a342-92c28652f4e3/clone8.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user1,50007620251101173012_004_8b98ff85-57ab-4653-a685-e1439269eebb/clone2.wav,50007620251101173012_004_8b98ff85-57ab-4653-a685-e1439269eebb,clone2.wav,rồi rồi ok vâng cảm ơn anh nhiều nhá dạ vâng thì cái này để em xin phép làm việc tiếp với bên phía đơn vị vận chuyển để các bạn ấy xuất gấp thì để sẽ giao cho vận chuyển để vận chuyển gấp luôn anh ạ,work,2,unusable,user1,2026-05-25T06:59:43.087833+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50007620251101173012_004_8b98ff85-57ab-4653-a685-e1439269eebb/clone2.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user3,50007420251113174501_002_d399bbc7-07f2-4ca5-8cd7-74feb558eba0/clone7.wav,50007420251113174501_002_d399bbc7-07f2-4ca5-8cd7-74feb558eba0,clone7.wav,lúc a ba mươi giờ47124 hai mươi tư ạ đang di chuyển thì báo lỗi động cơ à chị? ừ nó đang di chuyển nó báo lỗi động cơ xong nó chạy chậm lại xong bắt đầu là nó chết máy dạ chị đề lên nhưng mà không đề được dạ rồi ạ chị đang nhờ người kiểm tra xe acquy nhưng không biết được không? dạ vâng ạ chị cho em xin cái địa chỉ xe đang dừng đỗ xe đang dừng đỗ là ở,work,2,unusable,user3,2026-05-25T07:44:02.795254+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50007420251113174501_002_d399bbc7-07f2-4ca5-8cd7-74feb558eba0/clone7.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user3,50009020251103181738_008_ee83636a-4be3-4056-b399-81110d1aa392/clone1.wav,50009020251103181738_008_ee83636a-4be3-4056-b399-81110d1aa392,clone1.wav,à sẽ được kích hoạt và mình có thể kiểm tra được chị ạ,work,2,unusable,user3,2026-05-25T07:50:39.854072+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50009020251103181738_008_ee83636a-4be3-4056-b399-81110d1aa392/clone1.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user1,50009020251102121144_009_99e32f21-005d-42db-8e14-d2e7f0d077ce/clone6.wav,50009020251102121144_009_99e32f21-005d-42db-8e14-d2e7f0d077ce,clone6.wav,mấy giây xong rồi lại tắt xong lại đỏ,work,2,unusable,user1,2026-05-26T04:22:15.759037+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50009020251102121144_009_99e32f21-005d-42db-8e14-d2e7f0d077ce/clone6.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user3,50009020251102121144_009_99e32f21-005d-42db-8e14-d2e7f0d077ce/clone7.wav,50009020251102121144_009_99e32f21-005d-42db-8e14-d2e7f0d077ce,clone7.wav,mấy giây xong rồi lại tắt xong lại đỏ,work,2,unusable,user3,2026-05-25T08:23:42.203647+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50009020251102121144_009_99e32f21-005d-42db-8e14-d2e7f0d077ce/clone7.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user6,50009020251108202434_006_87a03b44-d304-4eeb-bc2f-ee893a326665/clone6.wav,50009020251108202434_006_87a03b44-d304-4eeb-bc2f-ee893a326665,clone6.wav,"cho em xin họ tên đúng không ạ? điện số điện thoại và địa chỉ nhận hóa đơn bán cứng ừm, đúng rồi em nãy chị có ri-plai rồi mà ta bên em không chưa thấy nhận được đâu ạ",work,2,unusable,user6,2026-05-25T07:51:19.109779+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50009020251108202434_006_87a03b44-d304-4eeb-bc2f-ee893a326665/clone6.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user6,50009020251103180555_003_cb34af78-3cd2-40ae-ad4f-9f507b055448/clone4.wav,50009020251103180555_003_cb34af78-3cd2-40ae-ad4f-9f507b055448,clone4.wav,"rang màu trắng anh trao đổi bên đại lý chưa? tại vì tình trạng xe này thì bên em lại chưa nắm được thông tin rồi phải trao đổi bên đại lý, các bạn ấy kiểm tra với cả nhà máy xem là tình trạng phân bổ xe như nào anh ạ",work,2,unusable,user6,2026-05-25T07:14:42.579937+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50009020251103180555_003_cb34af78-3cd2-40ae-ad4f-9f507b055448/clone4.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user3,50009020251103181738_003_335166cf-3cc2-41fa-98ee-1c4ddb092740/clone3.wav,50009020251103181738_003_335166cf-3cc2-41fa-98ee-1c4ddb092740,clone3.wav,ê-vô lait hai trăm hai trăm lait,work,2,unusable,user3,2026-05-25T08:02:00.967192+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50009020251103181738_003_335166cf-3cc2-41fa-98ee-1c4ddb092740/clone3.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user4,50009120251104163511_001_de2f0420-ede5-41a6-bafa-c29efdd809ad/clone3.wav,50009120251104163511_001_de2f0420-ede5-41a6-bafa-c29efdd809ad,clone3.wav,mình hoạt động xe bình thường rồi đúng không anh? vâng,work,2,unusable,user4,2026-05-25T08:28:35.045868+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50009120251104163511_001_de2f0420-ede5-41a6-bafa-c29efdd809ad/clone3.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user1,50009020251112122258_002_799441f8-b231-4489-845c-aaa9fa56997c/clone4.wav,50009020251112122258_002_799441f8-b231-4489-845c-aaa9fa56997c,clone4.wav,cái kiểu ghim bọc nó nó bị tụt ra ấy bị nó có được bảo hành không anh nhỉ?,work,2,unusable,user1,2026-05-26T03:58:15.417837+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50009020251112122258_002_799441f8-b231-4489-845c-aaa9fa56997c/clone4.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user4,50009020251108202434_000_b44e787e-78e8-4f49-bba4-776c3339f901/clone6.wav,50009020251108202434_000_b44e787e-78e8-4f49-bba4-776c3339f901,clone6.wav,"vâng, em gọi cho chị em thì mình có cuộc gọi nhá từ bên vinfast không biết là em có thể hỗ trợ gì cho mình được không? ừm, à hồi sáng hồi sáng chị có nhắn hỏi về cái vụ mà hóa đơn bán thì chị thấy bên mình có i-meo rồi chị có ri-plai i-meo cho bên em rồi",work,2,unusable,user4,2026-05-26T02:25:53.442313+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50009020251108202434_000_b44e787e-78e8-4f49-bba4-776c3339f901/clone6.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user7,50007420251104075822_000_b14720a9-376e-4380-a42e-922a38c3cdff/clone6.wav,50007420251104075822_000_b14720a9-376e-4380-a42e-922a38c3cdff,clone6.wav,"a-lô vâng, anh chào anh gọi bên tổng đài vinfast anh ạ anh đang có cuộc gọi đến vào ngày hôm qua, không biết mình cần hỗ trợ vấn đề gì anh? hôm qua anh hỏi là cái bên cái sạc cái cục sạc cái cây sạc ấy em, nó cứ báo lên cái chữ gì nhỉ giới hạn giờ sạc ấy à thế ạ bên trụ sạc ạ bên trụ sạc đấy của anh cái đấy thì phải gọi bên trạm sạc ạ không biết mình có gọi được bên đấy không? anh hôm qua lúc đó mười hai giờ ba mươi phút một giờ không phút đêm ấy anh sạc một mình anh đi năm trụ năm trụ là mười trụ không có được trụ nào thế anh thế anh hết pin không đi làm được nên anh gọi anh báo vậy vâng ạ dạ thế xác nhận thông tin ạ thế các vấn đề liên quan trụ sạc anh cứ liên hệ trực tiếp với cả trụ sạc giúp em nhá là tổng đài nhưng mà ấn phím năm anh ạ thế còn ở thời điểm hiện tại thì xe của anh mình có cần hỗ trợ cứu hộ hay gì không ạ? bởi vì anh đang bảo là xe hết pin mà tại là anh anh anh không cần cứu hộ mà bây giờ anh chỉ cần giải mã cho anh cái đấy nó sạc nó đọc giới hạn sạc không à à thế thì anh thế thì để em chuyển máy cho anh ấn cho em phím số năm ấy liệu có được không ạ? là là sao? em nói từ từ anh em rõ à dạ vâng anh có nghĩa là cái trường hợp đấy của anh ấy thì sẽ cần phải liên hệ với cả bên bên trạm sạc và bên phím số năm anh ạ thì à để em nếu anh tiện thì để em chuyển máy cho anh ấn cho em phím số năm luôn anh đọc biển số xe của anh cho thì em em em",work,2,unusable,user7,2026-05-25T08:45:15.675551+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50007420251104075822_000_b14720a9-376e-4380-a42e-922a38c3cdff/clone6.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user2,50007420251104091739_007_108c3ca3-22d4-4ba8-aa4a-9bc6e311e6a0/clone2.wav,50007420251104091739_007_108c3ca3-22d4-4ba8-aa4a-9bc6e311e6a0,clone2.wav,thế à? thế thì thế nhỉ? khó nhỉ? vâng ạ anh được tay được xem ngày đẹp anh nhá anh đặt xe anh nhá thằng anh nhớ anh em đặt xe em là nhầm vâng anh muốn đi đổi sang xe khác nhưng mà muốn lấy xe ngay trong ngày hôm nay thì ngày đẹp nếu như mà anh qua đại lý mà các bạn có sẵn thì vẫn đổi được mà,work,2,unusable,user2,2026-05-26T01:43:17.591910+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50007420251104091739_007_108c3ca3-22d4-4ba8-aa4a-9bc6e311e6a0/clone2.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user1,50009120251105191813_001_98f0c481-dae8-48ca-bc00-f47881416ef1/clone7.wav,50009120251105191813_001_98f0c481-dae8-48ca-bc00-f47881416ef1,clone7.wav,"thế thì anh anh kéo đi đâu ạ? anh không kéo đâu mà anh các cái anh ở rì đường anh bảo là cho cho anh cái số của kiểu đội quân vá lốp ấy à vâng vâng vâng ừ thế nhưng mà cái lốp đấy ấy rồi, lốp đấy hỏng rồi à sáng ra nó thủng to, thủng to quá thế này phải thay rồi em ạ à phải thay lốp thế là nó gọi thay lốp di động anh",work,2,unusable,user1,2026-05-26T04:37:09.648922+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50009120251105191813_001_98f0c481-dae8-48ca-bc00-f47881416ef1/clone7.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user4,50009120251110113027_013_8a6015a2-d9f2-49db-913c-46d7e5bcd42a/clone1.wav,50009120251110113027_013_8a6015a2-d9f2-49db-913c-46d7e5bcd42a,clone1.wav,chín trăm năm mươi bảy,work,2,unusable,user4,2026-05-26T02:07:51.777486+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50009120251110113027_013_8a6015a2-d9f2-49db-913c-46d7e5bcd42a/clone1.wav,0,1,0.744642857142857,False Positive,0.744642857142857
user4,50009120251110113027_013_8a6015a2-d9f2-49db-913c-46d7e5bcd42a/clone4.wav,50009120251110113027_013_8a6015a2-d9f2-49db-913c-46d7e5bcd42a,clone4.wav,chín trăm năm mươi bảy,work,2,unusable,user4,2026-05-26T02:07:51.777623+00:00,0,/kaggle/working/asr_quality_classifier/data/audio/data2/50009120251110113027_013_8a6015a2-d9f2-49db-913c-46d7e5bcd42a/clone4.wav,0,1,0.744642857142857,False Positive,0.744642857142857
